"id","pinpai","chexing","car_url","licheng","shangpai","pailiang","biansu","baojia","yuanjia"
372,"ford","SUV","https://www.guazi.com/sh/b504d46fa7f24d00x.htm#fr_page=list&fr_pos=city&fr_no=21",1.85,"2017-09",1.5,"自动",14.5,23.6
373,"ford","SUV","https://www.guazi.com/sh/1697e82efe3c60bex.htm#fr_page=list&fr_pos=city&fr_no=22",3.83,"2014-03",2,"自动",15.5,34.4
374,"ford","SUV","https://www.guazi.com/sh/08716eee887b6800x.htm#fr_page=list&fr_pos=city&fr_no=23",1,"2018-02",2,"自动",23.2,32.5
375,"ford","SUV","https://www.guazi.com/sh/c6fa58be8e36f774x.htm#fr_page=list&fr_pos=city&fr_no=24",1.25,"2018-01",2,"自动",23.58,29.3
376,"ford","SUV","https://www.guazi.com/sh/be8d1f8094622491x.htm#fr_page=list&fr_pos=city&fr_no=25",5.51,"2014-10",1.6,"自动",8.6,21
377,"ford","SUV","https://www.guazi.com/sh/967b0c3276242b16x.htm#fr_page=list&fr_pos=city&fr_no=26",6.01,"2014-09",1.6,"自动",10,23.6
378,"ford","SUV","https://www.guazi.com/sh/b1eb8faa2581f021x.htm#fr_page=list&fr_pos=city&fr_no=27",5.34,"2015-07",3.5,"自动",26.6,54.3
379,"ford","SUV","https://www.guazi.com/sh/d416220f556ceb8cx.htm#fr_page=list&fr_pos=city&fr_no=28",1.89,"2016-06",2,"自动",22.99,34.7
380,"ford","SUV","https://www.guazi.com/sh/273f76b06539c80cx.htm#fr_page=list&fr_pos=city&fr_no=29",2.17,"2016-04",1.5,"手动",5.04,10.3
381,"ford","SUV","https://www.guazi.com/sh/b228c1d16dd10314x.htm#fr_page=list&fr_pos=city&fr_no=30",3.06,"2017-03",2,"自动",18.26,34.6
382,"ford","SUV","https://www.guazi.com/sh/9c9daa2b5af28dd3x.htm#fr_page=list&fr_pos=city&fr_no=31",5.38,"2015-12",1.5,"自动",12,26
383,"ford","SUV","https://www.guazi.com/sh/efb227742c750363x.htm#fr_page=list&fr_pos=city&fr_no=32",2.82,"2017-11",2,"自动",21.6,32.5
384,"ford","SUV","https://www.guazi.com/sh/4c95d8432fd37167x.htm#fr_page=list&fr_pos=city&fr_no=33",5.91,"2015-10",2,"自动",22,34.7
385,"ford","SUV","https://www.guazi.com/sh/dd14d71c935983a8x.htm#fr_page=list&fr_pos=city&fr_no=34",1.84,"2017-02",1.5,"自动",16.2,23.3
386,"ford","SUV","https://www.guazi.com/sh/120005b42d5a9a63x.htm#fr_page=list&fr_pos=city&fr_no=35",9.27,"2012-12",3.5,"自动",13.7,46.7
387,"ford","SUV","https://www.guazi.com/sh/948386ca16d97e19x.htm#fr_page=list&fr_pos=city&fr_no=36",5.95,"2016-06",2,"自动",15,27.4
388,"ford","SUV","https://www.guazi.com/sh/512d286bf3673c6cx.htm#fr_page=list&fr_pos=city&fr_no=37",7.55,"2013-05",2,"自动",10,28.5
389,"ford","SUV","https://www.guazi.com/sh/7442d98d27784318x.htm#fr_page=list&fr_pos=city&fr_no=38",4.42,"2015-02",3.5,"自动",25,54.3
390,"ford","SUV","https://www.guazi.com/sh/5b512c298e01559fx.htm#fr_page=list&fr_pos=city&fr_no=39",5.71,"2014-09",1.5,"自动",6,13.9
391,"ford","SUV","https://www.guazi.com/sh/a0ad98e909cc21fbx.htm#fr_page=list&fr_pos=city&fr_no=0",5.41,"2014-12",1.5,"手动",4.02,11.2
392,"ford","SUV","https://www.guazi.com/sh/af7665645ca99295x.htm#fr_page=list&fr_pos=city&fr_no=1",0.82,"2016-01",1.5,"自动",14,23.6
393,"ford","SUV","https://www.guazi.com/sh/9b0f851b9107d3e9x.htm#fr_page=list&fr_pos=city&fr_no=2",3.31,"2017-03",1.5,"自动",7.3,14.1
394,"ford","SUV","https://www.guazi.com/sh/ead6e2bcbd73d148x.htm#fr_page=list&fr_pos=city&fr_no=3",3.34,"2015-09",2,"自动",17.53,34.4
395,"ford","SUV","https://www.guazi.com/sh/4f33af0a20cbba9ex.htm#fr_page=list&fr_pos=city&fr_no=4",11.05,"2011-10",3.5,"自动",14.2,46.7
396,"ford","SUV","https://www.guazi.com/sh/36fac5a3146a6d00x.htm#fr_page=list&fr_pos=city&fr_no=5",9.75,"2013-10",1,"手动",4.36,13
397,"ford","SUV","https://www.guazi.com/sh/c62e94a363b638bfx.htm#fr_page=list&fr_pos=city&fr_no=6",6.23,"2014-06",1.6,"自动",10,23.6
398,"ford","SUV","https://www.guazi.com/sh/c0bab8a02c6a5be4x.htm#fr_page=list&fr_pos=city&fr_no=7",4.75,"2016-02",2,"自动",20,34.7
399,"ford","SUV","https://www.guazi.com/sh/5708e64d7b02e14fx.htm#fr_page=list&fr_pos=city&fr_no=8",4.38,"2015-05",2,"自动",13.27,28.5
400,"ford","SUV","https://www.guazi.com/sh/760dec61b3ee15f4x.htm#fr_page=list&fr_pos=city&fr_no=9",1.04,"2018-04",1,"自动",11,13.7
401,"chevrolet","SUV","https://www.guazi.com/sh/1599c195778ee1bdx.htm#fr_page=list&fr_pos=city&fr_no=0",3.6,"2017-12",1.5,"自动",14.4,21.7
402,"chevrolet","SUV","https://www.guazi.com/sh/6e40f91be90d3b6cx.htm#fr_page=list&fr_pos=city&fr_no=1",1.01,"2018-03",1.5,"自动",14.55,21.7
403,"chevrolet","SUV","https://www.guazi.com/sh/dc06184aec7a34b1x.htm#fr_page=list&fr_pos=city&fr_no=2",5.38,"2017-11",1.5,"自动",14.25,21.7
404,"chevrolet","SUV","https://www.guazi.com/sh/26740956b3932fdbx.htm#fr_page=list&fr_pos=city&fr_no=3",7.38,"2011-07",3.2,"自动",6.8,29.9
405,"chevrolet","SUV","https://www.guazi.com/sh/a1c2d1898c253150x.htm#fr_page=list&fr_pos=city&fr_no=4",5.2,"2017-06",2.4,"自动",11.64,20.6
406,"chevrolet","SUV","https://www.guazi.com/sh/4171283a41c106f6x.htm#fr_page=list&fr_pos=city&fr_no=5",3.31,"2017-06",1.4,"自动",7,13
407,"chevrolet","SUV","https://www.guazi.com/sh/1f259a697b947ad7x.htm#fr_page=list&fr_pos=city&fr_no=6",2.95,"2016-07",2.4,"自动",13,22.8
408,"chevrolet","SUV","https://www.guazi.com/sh/84178f9d38cb81d2x.htm#fr_page=list&fr_pos=city&fr_no=7",2.48,"2016-06",2.4,"自动",12.5,22.8
409,"chevrolet","SUV","https://www.guazi.com/sh/d5266f80559470b9x.htm#fr_page=list&fr_pos=city&fr_no=8",9.06,"2011-11",2.4,"自动",7.5,26.8
410,"chevrolet","SUV","https://www.guazi.com/sh/b20085c841a06e1bx.htm#fr_page=list&fr_pos=city&fr_no=9",13.89,"2012-09",2.4,"自动",5,23.9
411,"chevrolet","SUV","https://www.guazi.com/sh/a76d4db44bd861a4x.htm#fr_page=list&fr_pos=city&fr_no=10",5.95,"2015-06",1.4,"自动",7,14.5
412,"chevrolet","SUV","https://www.guazi.com/sh/807da8ebd874c190x.htm#fr_page=list&fr_pos=city&fr_no=11",7.61,"2014-06",1.4,"自动",6,13.2
413,"chevrolet","SUV","https://www.guazi.com/sh/e74959501cadb995x.htm#fr_page=list&fr_pos=city&fr_no=12",8.13,"2008-03",2.4,"自动",3.2,28.9
414,"chevrolet","SUV","https://www.guazi.com/sh/91983dc4bbfe80c3x.htm#fr_page=list&fr_pos=city&fr_no=13",4.84,"2013-07",2.4,"自动",9.2,22.8
415,"chevrolet","SUV","https://www.guazi.com/sh/413999aa84b46dd8x.htm#fr_page=list&fr_pos=city&fr_no=14",4.8,"2014-12",1.4,"自动",6.8,16.3
416,"chevrolet","SUV","https://www.guazi.com/sh/cec0e4630c56223bx.htm#fr_page=list&fr_pos=city&fr_no=15",7.39,"2014-04",2.4,"自动",9.5,22.8
417,"chevrolet","SUV","https://www.guazi.com/sh/7f1f97fcbbed0bb8x.htm#fr_page=list&fr_pos=city&fr_no=16",4.61,"2015-12",2.4,"自动",14.1,22.8
418,"chevrolet","SUV","https://www.guazi.com/sh/e0226bba8da206c5x.htm#fr_page=list&fr_pos=city&fr_no=17",2.16,"2016-07",2.4,"自动",10.5,20.3
419,"chevrolet","SUV","https://www.guazi.com/sh/699f85c65fee6d12x.htm#fr_page=list&fr_pos=city&fr_no=18",5.8,"2015-06",1.4,"手动",4.7,11.9
420,"chevrolet","SUV","https://www.guazi.com/sh/2e3b16e94361fd3ex.htm#fr_page=list&fr_pos=city&fr_no=19",4.96,"2015-03",2.4,"自动",10,22.8
421,"chevrolet","SUV","https://www.guazi.com/sh/6128a8fb06e35308x.htm#fr_page=list&fr_pos=city&fr_no=20",7.81,"2015-08",2.4,"自动",11,22.8
422,"chevrolet","SUV","https://www.guazi.com/sh/ae9c3ba186785ba0x.htm#fr_page=list&fr_pos=city&fr_no=21",5.59,"2015-01",1.4,"自动",6.5,13.2
423,"chevrolet","SUV","https://www.guazi.com/sh/d7616c276c43c6c6x.htm#fr_page=list&fr_pos=city&fr_no=22",4.11,"2015-11",2.4,"自动",10.8,22.8
424,"chevrolet","SUV","https://www.guazi.com/sh/8e38a9766e064f49x.htm#fr_page=list&fr_pos=city&fr_no=23",5.1,"2015-06",1.4,"手动",5,11.9
425,"chevrolet","SUV","https://www.guazi.com/sh/161cb2e79af6fcddx.htm#fr_page=list&fr_pos=city&fr_no=24",9.06,"2015-08",2.4,"自动",10,22.8
426,"chevrolet","SUV","https://www.guazi.com/sh/cbca5147285ea6d6x.htm#fr_page=list&fr_pos=city&fr_no=25",3.51,"2015-10",2.4,"自动",10.5,20.3
427,"chevrolet","SUV","https://www.guazi.com/sh/db9af35aba481fe6x.htm#fr_page=list&fr_pos=city&fr_no=26",7.93,"2012-11",2.4,"自动",8.6,28.6
428,"chevrolet","SUV","https://www.guazi.com/sh/436c9c7b8301d812x.htm#fr_page=list&fr_pos=city&fr_no=27",3.35,"2016-08",1.4,"自动",6.8,13.2
429,"chevrolet","SUV","https://www.guazi.com/sh/db77d23ea19161f6x.htm#fr_page=list&fr_pos=city&fr_no=28",12.95,"2013-08",2.4,"自动",8.5,28.6
430,"chevrolet","SUV","https://www.guazi.com/sh/191efac22716273dx.htm#fr_page=list&fr_pos=city&fr_no=29",7.58,"2013-03",2.4,"自动",7.2,28.6
431,"chevrolet","SUV","https://www.guazi.com/sh/532435e7a2b885c7x.htm#fr_page=list&fr_pos=city&fr_no=30",5.16,"2016-09",2.4,"自动",11.85,22.8
432,"chevrolet","SUV","https://www.guazi.com/sh/99c0566c9307e709x.htm#fr_page=list&fr_pos=city&fr_no=31",1.26,"2015-09",1.4,"手动",5,11.9
433,"chevrolet","SUV","https://www.guazi.com/sh/fbe0863865f4ae72x.htm#fr_page=list&fr_pos=city&fr_no=32",11.34,"2012-01",2.4,"自动",8.5,26.8
434,"chevrolet","SUV","https://www.guazi.com/sh/1fe7523bbc2de9f3x.htm#fr_page=list&fr_pos=city&fr_no=33",6.09,"2015-11",1.4,"手动",5.4,11.9
435,"chevrolet","SUV","https://www.guazi.com/sh/8d27ea29b37b7031x.htm#fr_page=list&fr_pos=city&fr_no=34",4.54,"2015-10",2.4,"自动",12.1,19.5
436,"chevrolet","SUV","https://www.guazi.com/sh/7008f3bcae0a5dadx.htm#fr_page=list&fr_pos=city&fr_no=35",5,"2015-11",2.4,"自动",10.5,20.3
437,"chevrolet","SUV","https://www.guazi.com/sh/2908d26162387651x.htm#fr_page=list&fr_pos=city&fr_no=36",5.21,"2015-05",2.4,"自动",8.01,20.3
438,"chevrolet","SUV","https://www.guazi.com/sh/4e77fa3b7cbcbd2fx.htm#fr_page=list&fr_pos=city&fr_no=37",6.47,"2015-02",1.4,"手动",4.8,11.9
439,"chevrolet","SUV","https://www.guazi.com/sh/f7fe5a858f42d379x.htm#fr_page=list&fr_pos=city&fr_no=38",6.63,"2014-12",1.4,"自动",6,13.2
440,"chevrolet","SUV","https://www.guazi.com/sh/664d5b16a04633c8x.htm#fr_page=list&fr_pos=city&fr_no=39",3.21,"2014-03",2.4,"自动",11.8,21.7
441,"chevrolet","SUV","https://www.guazi.com/sh/73977a364badd733x.htm#fr_page=list&fr_pos=city&fr_no=0",9.68,"2015-02",1.4,"手动",4.8,11.9
442,"chevrolet","SUV","https://www.guazi.com/sh/00bea8a824e3f589x.htm#fr_page=list&fr_pos=city&fr_no=1",1.44,"2018-10",2.4,"自动",11.15,20.3
443,"chevrolet","SUV","https://www.guazi.com/sh/38669317ae6e1698x.htm#fr_page=list&fr_pos=city&fr_no=2",0.27,"2015-11",2.4,"自动",12,22.8
444,"chevrolet","SUV","https://www.guazi.com/sh/cb13d7f58183e4a2x.htm#fr_page=list&fr_pos=city&fr_no=3",3.8,"2015-05",2.4,"自动",9.6,20.3
445,"chevrolet","SUV","https://www.guazi.com/sh/6bd2c7608ad0f2cfx.htm#fr_page=list&fr_pos=city&fr_no=4",9.24,"2014-03",2.4,"自动",9,20.3
446,"chevrolet","SUV","https://www.guazi.com/sh/976049fcd41b2b71x.htm#fr_page=list&fr_pos=city&fr_no=5",5.46,"2013-08",2.4,"自动",6.99,20.3
447,"chevrolet","SUV","https://www.guazi.com/sh/896a814d7d4b8955x.htm#fr_page=list&fr_pos=city&fr_no=6",4.18,"2016-03",2.4,"自动",12.2,20.3
448,"chevrolet","SUV","https://www.guazi.com/sh/bcf91f9aad82d93cx.htm#fr_page=list&fr_pos=city&fr_no=7",7.37,"2015-04",2.4,"自动",12,22.8
449,"chevrolet","SUV","https://www.guazi.com/sh/2a2def5fd97d857fx.htm#fr_page=list&fr_pos=city&fr_no=8",7.81,"2013-04",2.4,"自动",9.5,28.6
450,"chevrolet","SUV","https://www.guazi.com/sh/dde5d05d4e6c81dax.htm#fr_page=list&fr_pos=city&fr_no=9",7.98,"2011-03",3.2,"自动",8,29.9
451,"skoda","SUV","https://www.guazi.com/sh/b092868d3553b0eex.htm#fr_page=list&fr_pos=city&fr_no=0",1.4,"2017-08",1.4,"自动",12.5,20.6
452,"skoda","SUV","https://www.guazi.com/sh/48705203e326d6ecx.htm#fr_page=list&fr_pos=city&fr_no=1",0.02,"2018-08",1.5,"自动",10.94,13
453,"skoda","SUV","https://www.guazi.com/sh/cef98d2b21108d05x.htm#fr_page=list&fr_pos=city&fr_no=2",0.56,"2018-02",1.8,"自动",16.39,22.8
454,"skoda","SUV","https://www.guazi.com/sh/4fccec13a9e2580fx.htm#fr_page=list&fr_pos=city&fr_no=3",3.4,"2016-01",1.4,"自动",11.18,20.6
455,"skoda","SUV","https://www.guazi.com/sh/4f76d3677b5fb3eex.htm#fr_page=list&fr_pos=city&fr_no=4",3.52,"2017-08",1.8,"自动",17.2,24.9
456,"skoda","SUV","https://www.guazi.com/sh/a13ca54250dcfecax.htm#fr_page=list&fr_pos=city&fr_no=5",0.08,"2018-11",1.5,"自动",13.39,NA
457,"skoda","SUV","https://www.guazi.com/sh/55b6050303fab962x.htm#fr_page=list&fr_pos=city&fr_no=6",6.05,"2015-10",1.4,"自动",7.97,19.5
458,"skoda","SUV","https://www.guazi.com/sh/8a47c0eeab0fcd87x.htm#fr_page=list&fr_pos=city&fr_no=7",6.63,"2015-03",1.4,"自动",8.5,23.9
459,"skoda","SUV","https://www.guazi.com/sh/5d2a4ec6e22f1b8fx.htm#fr_page=list&fr_pos=city&fr_no=8",6.34,"2014-03",1.8,"自动",8,31.8
460,"skoda","SUV","https://www.guazi.com/sh/04d8c265ec45469dx.htm#fr_page=list&fr_pos=city&fr_no=9",4.4,"2016-01",1.4,"自动",11,23.9
461,"skoda","SUV","https://www.guazi.com/sh/bbc0844841fe76a6x.htm#fr_page=list&fr_pos=city&fr_no=10",0.98,"2017-12",1.4,"自动",12.5,17.3
462,"skoda","SUV","https://www.guazi.com/sh/aaef607d14a5e70dx.htm#fr_page=list&fr_pos=city&fr_no=11",12.45,"2014-11",1.4,"手动",6,18
463,"skoda","SUV","https://www.guazi.com/sh/12c63e3716a45312x.htm#fr_page=list&fr_pos=city&fr_no=12",1.94,"2017-12",1.4,"自动",12,17.3
464,"skoda","SUV","https://www.guazi.com/sh/6b8a753250329380x.htm#fr_page=list&fr_pos=city&fr_no=13",5.84,"2015-11",1.6,"手动",6.9,16.3
465,"skoda","SUV","https://www.guazi.com/sh/5eced282d0767eb4x.htm#fr_page=list&fr_pos=city&fr_no=14",3.68,"2015-09",1.4,"手动",7.7,15.2
466,"skoda","SUV","https://www.guazi.com/sh/b11683f6b8e461e3x.htm#fr_page=list&fr_pos=city&fr_no=15",4.16,"2016-01",1.4,"手动",8,15.2
467,"skoda","SUV","https://www.guazi.com/sh/c2b7f97ba86a063cx.htm#fr_page=list&fr_pos=city&fr_no=16",0.18,"2018-10",2,"自动",19.1,24.9
468,"skoda","SUV","https://www.guazi.com/sh/5b1451053a774540x.htm#fr_page=list&fr_pos=city&fr_no=17",2.13,"2016-12",1.4,"自动",10.3,16.3
469,"skoda","SUV","https://www.guazi.com/sh/378628151e688ce3x.htm#fr_page=list&fr_pos=city&fr_no=18",3.74,"2014-09",1.4,"自动",9.2,19.5
470,"skoda","SUV","https://www.guazi.com/sh/a772f6ff150aefb8x.htm#fr_page=list&fr_pos=city&fr_no=19",5.44,"2017-04",1.4,"自动",12,17.3
471,"skoda","SUV","https://www.guazi.com/sh/a9a61c5a9a1f52a0x.htm#fr_page=list&fr_pos=city&fr_no=20",0.59,"2018-07",2,"自动",20,24.9
472,"skoda","SUV","https://www.guazi.com/sh/1cb038dad31ad2a8x.htm#fr_page=list&fr_pos=city&fr_no=21",1.4,"2016-01",1.4,"手动",10.9,15.2
473,"skoda","SUV","https://www.guazi.com/sh/7b5706239f07dd0fx.htm#fr_page=list&fr_pos=city&fr_no=22",4.99,"2016-09",1.4,"自动",12,23.9
474,"skoda","SUV","https://www.guazi.com/sh/1d797cde367bcbb2x.htm#fr_page=list&fr_pos=city&fr_no=23",13.4,"2015-04",1.4,"自动",8,21.1
475,"skoda","SUV","https://www.guazi.com/sh/239781ac1b7295f4x.htm#fr_page=list&fr_pos=city&fr_no=24",2.48,"2017-03",1.4,"自动",11.4,16.3
476,"skoda","SUV","https://www.guazi.com/sh/00fb04de7dd382c1x.htm#fr_page=list&fr_pos=city&fr_no=25",8.14,"2014-08",1.4,"自动",10,19.5
477,"skoda","SUV","https://www.guazi.com/sh/df7afbeb958767fbx.htm#fr_page=list&fr_pos=city&fr_no=26",9.31,"2015-03",1.4,"自动",8.55,19.5
478,"toyota","SUV","https://www.guazi.com/sh/a49375dbd5d78a27x.htm#fr_page=list&fr_pos=city&fr_no=0",0.41,"2018-04",3.5,"自动",62,NA
479,"toyota","SUV","https://www.guazi.com/sh/10b67a95b6c0e4fbx.htm#fr_page=list&fr_pos=city&fr_no=1",0.68,"2018-09",2,"自动",35,NA
480,"toyota","SUV","https://www.guazi.com/sh/fd14331bc89e7a4bx.htm#fr_page=list&fr_pos=city&fr_no=2",0.35,"2018-01",4,"自动",48.5,59.4
481,"toyota","SUV","https://www.guazi.com/sh/bb092235445c21eex.htm#fr_page=list&fr_pos=city&fr_no=3",6.27,"2017-02",2,"自动",16,23.3
482,"toyota","SUV","https://www.guazi.com/sh/e823309c51c484f3x.htm#fr_page=list&fr_pos=city&fr_no=4",3.52,"2016-03",4,"自动",47.5,53.2
483,"toyota","SUV","https://www.guazi.com/sh/254647b8d528b0e7x.htm#fr_page=list&fr_pos=city&fr_no=5",0.26,"2018-10",2,"自动",15,17.3
484,"toyota","SUV","https://www.guazi.com/sh/10e0919ee06898a2x.htm#fr_page=list&fr_pos=city&fr_no=6",0.85,"2018-02",2,"自动",28.9,33.2
485,"toyota","SUV","https://www.guazi.com/sh/4ba3c708b854cf75x.htm#fr_page=list&fr_pos=city&fr_no=7",8.86,"2014-04",2.7,"自动",32,49
486,"toyota","SUV","https://www.guazi.com/sh/fbea7061fce8e53fx.htm#fr_page=list&fr_pos=city&fr_no=8",1.45,"2018-03",2,"自动",28,32.3
487,"toyota","SUV","https://www.guazi.com/sh/031bf33657f2ed5dx.htm#fr_page=list&fr_pos=city&fr_no=9",5.79,"2016-03",2,"自动",25.5,35.9
488,"toyota","SUV","https://www.guazi.com/sh/83ae28bf5da07ca3x.htm#fr_page=list&fr_pos=city&fr_no=10",8.88,"2013-09",4,"自动",40,62.7
489,"toyota","SUV","https://www.guazi.com/sh/7150915618380978x.htm#fr_page=list&fr_pos=city&fr_no=11",2.66,"2016-05",4,"自动",55,66.8
490,"toyota","SUV","https://www.guazi.com/sh/c2d7523680a79ae6x.htm#fr_page=list&fr_pos=city&fr_no=12",3.98,"2016-04",2,"自动",21.8,26
491,"toyota","SUV","https://www.guazi.com/sh/1d2dc35b43bdd60ax.htm#fr_page=list&fr_pos=city&fr_no=13",3.51,"2017-04",2,"自动",23,26
492,"toyota","SUV","https://www.guazi.com/sh/b567cf6c58927596x.htm#fr_page=list&fr_pos=city&fr_no=14",0.25,"2018-09",2,"自动",14.55,17.3
493,"toyota","SUV","https://www.guazi.com/sh/e772919fbd2503d6x.htm#fr_page=list&fr_pos=city&fr_no=15",3.35,"2017-03",3.5,"自动",45,52.1
494,"toyota","SUV","https://www.guazi.com/sh/e21214bd50473c91x.htm#fr_page=list&fr_pos=city&fr_no=16",13.56,"2013-11",4,"自动",37,58.4
495,"toyota","SUV","https://www.guazi.com/sh/e05019e18620b11bx.htm#fr_page=list&fr_pos=city&fr_no=17",1.91,"2017-05",2,"自动",15.3,19.5
496,"toyota","SUV","https://www.guazi.com/sh/46a7feab03abc054x.htm#fr_page=list&fr_pos=city&fr_no=18",0.53,"2017-08",4,"自动",67,NA
497,"toyota","SUV","https://www.guazi.com/sh/5243a15be115a645x.htm#fr_page=list&fr_pos=city&fr_no=19",3.55,"2015-09",2,"自动",23.5,30.9
498,"toyota","SUV","https://www.guazi.com/sh/cd6a87417de1af25x.htm#fr_page=list&fr_pos=city&fr_no=20",12.36,"2013-09",2.7,"自动",15.67,28.5
499,"toyota","SUV","https://www.guazi.com/sh/2bc3f1a9c2268c16x.htm#fr_page=list&fr_pos=city&fr_no=21",7.48,"2012-07",2.7,"自动",31,48.7
500,"toyota","SUV","https://www.guazi.com/sh/172ea767027af6f6x.htm#fr_page=list&fr_pos=city&fr_no=22",5.27,"2016-03",4,"自动",46,53.2
501,"toyota","SUV","https://www.guazi.com/sh/d78b00007206902dx.htm#fr_page=list&fr_pos=city&fr_no=23",8.9,"2016-02",2.7,"自动",18.5,28.5
502,"toyota","SUV","https://www.guazi.com/sh/ae9f81929c248955x.htm#fr_page=list&fr_pos=city&fr_no=24",10.41,"2016-01",4,"自动",50,NA
503,"toyota","SUV","https://www.guazi.com/sh/493c1e12f1c07e2dx.htm#fr_page=list&fr_pos=city&fr_no=25",5.82,"2015-12",2.7,"自动",20.9,32.4
504,"toyota","SUV","https://www.guazi.com/sh/a09c3c45576ff65ax.htm#fr_page=list&fr_pos=city&fr_no=26",8.68,"2013-07",2,"自动",11.2,23.9
505,"toyota","SUV","https://www.guazi.com/sh/0d56e55cebd77192x.htm#fr_page=list&fr_pos=city&fr_no=27",7.13,"2016-08",2.7,"自动",40,46.7
506,"toyota","SUV","https://www.guazi.com/sh/43173886ef5f81aex.htm#fr_page=list&fr_pos=city&fr_no=28",6.23,"2017-04",2.7,"自动",43.8,NA
507,"toyota","SUV","https://www.guazi.com/sh/fb5eff44235fd3ebx.htm#fr_page=list&fr_pos=city&fr_no=29",5.32,"2016-06",2.7,"自动",36.6,46.7
508,"toyota","SUV","https://www.guazi.com/sh/cb43b272792d5354x.htm#fr_page=list&fr_pos=city&fr_no=30",6.92,"2017-09",2.7,"自动",38,46.7
509,"toyota","SUV","https://www.guazi.com/sh/c8bb7308322ca466x.htm#fr_page=list&fr_pos=city&fr_no=31",9.11,"2014-04",4,"自动",45,86.7
510,"toyota","SUV","https://www.guazi.com/sh/b3ba1fcfd210a2d1x.htm#fr_page=list&fr_pos=city&fr_no=32",0.75,"2015-12",2,"自动",25.5,30.9
511,"toyota","SUV","https://www.guazi.com/sh/2de3ed2f54646a7ex.htm#fr_page=list&fr_pos=city&fr_no=33",1.64,"2016-07",2,"自动",26,32
512,"toyota","SUV","https://www.guazi.com/sh/a3b34b2cfd2337a5x.htm#fr_page=list&fr_pos=city&fr_no=34",3.65,"2017-05",2,"自动",27,32.3
513,"toyota","SUV","https://www.guazi.com/sh/5890917eb2e71277x.htm#fr_page=list&fr_pos=city&fr_no=35",14.31,"2013-06",2.7,"自动",16.6,36.8
514,"toyota","SUV","https://www.guazi.com/sh/898a03e2b5ea0408x.htm#fr_page=list&fr_pos=city&fr_no=36",7.95,"2015-01",2.5,"自动",16,26
515,"toyota","SUV","https://www.guazi.com/sh/b91804af135da7d5x.htm#fr_page=list&fr_pos=city&fr_no=37",3.48,"2016-05",2,"自动",14,21
516,"toyota","SUV","https://www.guazi.com/sh/abb3b929f9e071bbx.htm#fr_page=list&fr_pos=city&fr_no=38",3.28,"2017-12",2,"自动",30,35.9
517,"toyota","SUV","https://www.guazi.com/sh/cd4ae060a6b7d044x.htm#fr_page=list&fr_pos=city&fr_no=39",6.1,"2015-03",2.7,"自动",20.5,32.4
518,"toyota","SUV","https://www.guazi.com/sh/6ef39144a652cc5cx.htm#fr_page=list&fr_pos=city&fr_no=0",7.15,"2012-01",2.7,"自动",14.81,32.4
519,"toyota","SUV","https://www.guazi.com/sh/106708e16dc3bdacx.htm#fr_page=list&fr_pos=city&fr_no=1",2.01,"2014-08",2.5,"自动",17,26
520,"toyota","SUV","https://www.guazi.com/sh/9a3c22b8130de356x.htm#fr_page=list&fr_pos=city&fr_no=2",5.54,"2011-07",2.4,"自动",11.1,28.2
521,"toyota","SUV","https://www.guazi.com/sh/7cafd41c63787bb5x.htm#fr_page=list&fr_pos=city&fr_no=3",5.99,"2015-10",2,"自动",13.1,21.7
522,"toyota","SUV","https://www.guazi.com/sh/767e546b92c7854cx.htm#fr_page=list&fr_pos=city&fr_no=4",1.6,"2014-04",2.5,"自动",14.82,27.4
523,"toyota","SUV","https://www.guazi.com/sh/e32c6a29861d8d86x.htm#fr_page=list&fr_pos=city&fr_no=5",0.96,"2018-01",2,"自动",28.6,32.3
524,"toyota","SUV","https://www.guazi.com/sh/d3b35394c485ed6ex.htm#fr_page=list&fr_pos=city&fr_no=6",2.42,"2016-03",2,"自动",27,32
525,"toyota","SUV","https://www.guazi.com/sh/4259a380f68aedd7x.htm#fr_page=list&fr_pos=city&fr_no=7",12.43,"2011-05",2.4,"自动",8.5,27.9
526,"toyota","SUV","https://www.guazi.com/sh/90f98bf5e39fbd00x.htm#fr_page=list&fr_pos=city&fr_no=8",2.23,"2016-04",2.5,"自动",18.88,26
527,"toyota","SUV","https://www.guazi.com/sh/5c519b1d4e3dff69x.htm#fr_page=list&fr_pos=city&fr_no=9",8.15,"2013-04",2.7,"自动",16.99,34.6
528,"honda","SUV","https://www.guazi.com/sh/5808cd15adecafa5x.htm#fr_page=list&fr_pos=city&fr_no=0",1.86,"2017-12",2,"自动",24.4,31.8
529,"honda","SUV","https://www.guazi.com/sh/3cd0f246c2cd3552x.htm#fr_page=list&fr_pos=city&fr_no=1",1.49,"2018-07",1.5,"自动",22.4,27.5
530,"honda","SUV","https://www.guazi.com/sh/f619121486dfedc4x.htm#fr_page=list&fr_pos=city&fr_no=2",1.43,"2016-03",2.4,"自动",16.5,24.9
531,"honda","SUV","https://www.guazi.com/sh/14a4a4e01af01e26x.htm#fr_page=list&fr_pos=city&fr_no=3",1.8,"2017-09",1.5,"自动",20.7,26.7
532,"honda","SUV","https://www.guazi.com/sh/b33aa0a79d7581ffx.htm#fr_page=list&fr_pos=city&fr_no=4",4.76,"2016-09",2,"自动",15,20.6
